id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
3621,Neal Maupay,12,884,2,2.1214609295129776,1,0.566957282833755,17,13,2,0,F S,Sevilla,2,2.1214609295129776,3.811862051486969,1.2760496363043785
13649,Claudio Echeverri,17,606,1,2.120521953329444,1,1.088322913274169,21,8,4,0,F M S,Girona,1,2.120521953329444,4.070073027163744,1.4420119039714336
11531,Unai Gómez,26,930,1,2.0704635065048933,1,0.6146819815039635,23,8,1,1,F M S,Athletic Club,1,2.0704635065048933,3.0522000435739756,0.7931436467915773
8733,Alfonso Espino,30,1472,2,2.0612591905519366,0,3.0738462451845407,20,19,3,0,D M S,Rayo Vallecano,2,2.0612591905519366,7.71520034596324,4.115802895277739
12182,Jon Aramburu,35,2789,1,2.057084806263447,0,0.4437111411243677,21,11,11,0,D S,Real Sociedad,1,2.057084806263447,6.378528879955411,5.833133289590478
6916,Fernando Calero,28,2159,0,2.0030301241204143,0,0.5543733611702919,11,3,5,0,D S,Espanyol,0,2.0030301241204143,2.6128574209287763,2.4083885895088315
1235,Ante Budimir,37,2995,17,19.191765047609806,0,1.7123363316059113,103,16,3,0,F S,Osasuna,11,13.24554404988885,12.536680994555354,1.237377729266882
6441,Ferrán Torres,33,2025,16,16.183371974155307,2,3.157755734398961,69,23,1,0,F M S,Barcelona,16,16.183371974155307,23.031330455094576,5.379237103275955
227,Robert Lewandowski,31,1630,14,16.066804450005293,2,2.2795287035405636,63,13,2,0,F S,Barcelona,13,13.836971666663885,19.4469972550869,6.116905840113759
2234,Mikel Oyarzabal,34,2727,15,16.028234442695975,4,5.957455115392804,79,42,3,0,F S,Real Sociedad,8,10.825419073924422,20.298587683588266,6.757064882665873
8187,Georges Mikautadze,33,2155,13,15.062094315886497,6,4.149701787158847,66,29,1,0,F S,Villarreal,13,15.062094315886497,19.971632717177272,2.1160078616812825
11527,Lamine Yamal,28,2291,16,14.664689928293228,11,12.566995456814766,117,73,1,0,F M S,Barcelona,13,11.691579438745975,33.655128441751,15.989167042076588
7008,Vinícius Júnior,36,2865,16,14.403762575238943,5,7.155190063640475,100,69,7,0,F M S,Real Madrid,12,10.687374416738749,23.046170502901077,8.551076833158731
6531,Alexander Sørloth,35,1955,13,13.927608631551266,0,1.2237359210848808,68,10,4,1,F S,Atletico Madrid,13,13.927608631551266,15.904344144277275,2.849465993233025
6400,Antonio Martínez,37,2750,14,12.836471602320671,3,3.8200031016021967,93,24,2,0,F S,Alaves,13,12.09319394826889,15.361863365396857,3.4809861443936825
6954,Juan Camilo Hernández,32,2623,11,12.400350131094456,3,4.870423881337047,89,34,5,0,F S,Real Betis,10,11.657072521746159,19.107489496469498,5.405497080646455
11186,Alvaro Rodríguez,34,2199,7,12.178225251846015,5,3.8613251298666,74,32,2,0,F S,Elche,7,12.178225251846015,15.052477269433439,2.8061029156669974
8107,Jorge De Frutos,36,2526,10,12.133321626111865,1,3.344836812466383,63,31,3,0,F M S,Rayo Vallecano,9,11.390043957158923,16.192682379856706,2.233673200942576
7020,Gorka Guruzeta,35,2401,10,11.726107958704233,3,3.5015047043561935,84,26,4,1,F M S,Athletic Club,9,10.982830349355936,16.107928594574332,4.2075874749571085
2543,Borja Iglesias,35,1903,14,11.60863982141018,2,1.6599800884723663,46,17,7,0,F S,Celta Vigo,10,8.635529387742281,13.605882365256548,4.463654295541346
8026,Raphinha,22,1424,13,11.12714341841638,3,5.906838221475482,65,40,5,0,F M S,Barcelona,10,8.897310553118587,18.973049715161324,7.869677424430847
1189,Lucas Boyé,29,1960,11,11.103807976469398,1,2.709607819095254,63,28,2,1,F M S,Alaves,8,8.873975029215217,12.193470728583634,3.775087649933994
10930,Etta Eyong,33,1657,7,11.020547241903841,4,2.822161927819252,50,15,3,0,F S,"Levante,Villarreal",7,10.277269617654383,12.05828979704529,2.071900935843587
6170,André Silva,31,1858,10,10.836609966121614,0,1.556909404695034,57,22,3,0,F S,Elche,7,8.606777063570917,9.467075154185295,2.252919040620327
10095,Abdessamad Ezzalzouli,29,2275,10,10.301263853907585,8,6.2180118300020695,73,32,3,0,F M S,Real Betis,10,10.301263853907585,18.697799935936928,4.9303385354578495
6637,Hugo Duro,36,1979,10,10.062427267432213,0,1.7364629544317722,36,17,4,1,F S,Valencia,9,8.575872018933296,11.142762534320354,2.7996803987771273
11783,Akor Adams,32,2048,10,10.047341846860945,3,1.1498911064118147,61,13,3,0,F S,Sevilla,7,7.8175089890137315,9.731918376870453,1.3182228859513998
5074,Kike García,37,1694,8,10.003981161862612,1,2.6575004514306784,60,19,3,0,F S,Espanyol,7,8.517553839832544,12.71857414022088,2.124022038653493
13380,Vitor Reis,36,3137,1,1.9711542688310146,1,0.8653075750917196,19,8,9,1,D S,Girona,1,1.9711542688310146,9.510100200772285,8.20014369674027
11401,Haissem Hassan,38,1937,0,1.9617184847593307,3,1.7974820844829082,34,19,1,0,F M S,Real Oviedo,0,1.9617184847593307,5.390570223331451,2.5027807988226414
10982,Copete,21,1767,0,1.9447047151625156,0,0.1642674310132861,13,5,5,0,D S,Valencia,0,1.9447047151625156,4.536973598413169,4.47673115786165
8694,Chidera Ejuke,27,866,1,1.918383196927607,1,0.9294496746733785,23,13,0,0,F M S,Sevilla,1,1.918383196927607,4.256661459803581,2.0848007388412952
8183,Pablo Martínez,27,1878,1,1.9152403939515352,5,5.4764400301501155,28,36,3,0,M S,Levante,1,1.9152403939515352,8.163186241872609,4.934909150004387
10143,Bryan Zaragoza,19,1138,1,1.910445837303996,1,2.2636110819876194,26,18,1,0,F M S,Celta Vigo,0,1.1671682186424732,6.203656457364559,4.05707526486367
8500,Víctor García,21,1065,2,1.9078138787299395,1,1.7659303694963455,19,14,1,0,F M S,Levante,2,1.9078138787299395,3.2827370427548885,0.8745370730757713
8122,Sergio Carreira,34,2695,2,1.9027378391474485,1,1.643869117833674,16,19,2,0,D S,Celta Vigo,2,1.9027378391474485,13.548812368884683,11.546978773549199
7829,Eder Militão,16,1147,2,1.8924340261146426,1,1.1158691756427288,21,8,2,0,D S,Real Madrid,2,1.8924340261146426,6.2966620568186045,5.192408312112093
7007,Duje Caleta-Car,27,2140,1,1.877065658569336,0,0.19668001495301723,13,3,6,1,D S,Real Sociedad,1,1.877065658569336,6.151753548532724,5.95507350936532
12207,Victor Parada,30,2159,0,1.8650571862235665,3,2.3767000967636704,12,14,7,1,D S,Alaves,0,1.8650571862235665,8.099021699279547,6.922715965658426
13200,Fernando López,17,1179,1,1.8341996856033802,1,1.3501867074519396,13,11,3,0,F M S,Celta Vigo,1,1.8341996856033802,6.000391744077206,3.702056234702468
2498,Aymeric Laporte,25,2068,0,1.8204883504658937,1,0.4414121750742197,15,7,4,0,D S,Athletic Club,0,1.8204883504658937,5.202450418844819,4.778625398874283
13821,Urko Izeta,13,153,1,1.7968661822378635,0,0.3224271722137928,11,2,2,0,F S,Athletic Club,1,1.7968661822378635,1.270498313009739,0.03245190158486366
10364,Nahuel Tenaglia,36,3240,2,1.7934001060202718,0,0.4346905034035444,24,8,3,0,D,Alaves,2,1.7934001060202718,6.442133508622646,6.039068607613444
8417,Álex Baena,27,1615,2,1.78207378834486,3,6.565278625115752,29,46,5,0,F M S,Atletico Madrid,2,1.78207378834486,11.438657112419605,6.362705545499921
9243,Ilaix Moriba,36,2484,2,1.7799642700701952,3,2.5140312388539314,18,17,8,0,M S,Celta Vigo,2,1.7799642700701952,11.089109930209816,7.12512020021677
3425,Thomas Lemar,27,1252,3,1.774252887815237,1,1.3809418808668852,17,19,4,0,M S,Girona,3,1.774252887815237,6.247596652712673,3.8158258427865803
12863,Pedro Díaz,34,1868,0,1.7679051300510764,1,1.6380874933674932,44,23,2,0,F M S,Rayo Vallecano,0,1.7679051300510764,7.993919337168336,5.8795163836330175
10388,Luka Ilic,19,731,1,1.7625892590731382,0,0.41975414752960205,9,3,2,1,F M S,Real Oviedo,1,1.7625892590731382,2.6002833172678947,1.0306000001728535
12862,Luka Sucic,22,1003,3,1.760162802413106,1,0.36188260838389397,23,9,1,0,F M S,Real Sociedad,3,1.760162802413106,3.46739802043885,1.5475199660286307
14064,Roony Bardghji,21,612,1,1.7539864536374807,1,1.9085090141743422,22,14,0,0,F M S,Barcelona,1,1.7539864536374807,7.304453872144222,5.050251752138138
6421,Brahim Diaz,30,1243,1,1.7095827870070934,6,3.635775487869978,15,30,2,0,F M S,Real Madrid,1,1.7095827870070934,7.436839532107115,2.803654298186302
6118,Portu,10,463,0,1.6742162741720676,0,0.18959057331085205,9,3,2,0,F M S,Girona,0,1.6742162741720676,2.053294636309147,0.457047451287508
6592,Manuel Morlanes,32,1801,3,1.6544483443722129,0,1.4072198066860437,13,17,3,1,M S,Mallorca,3,1.6544483443722129,8.313975814729929,5.546532068401575
6955,Ezequiel Ávila,16,350,1,1.645847663283348,0,0.4049630733206868,8,9,2,0,F S,Real Betis,0,0.902570053935051,1.5162664540112019,0.8896453380584717
8424,Aimar Oroz,31,2175,0,1.6443974245339632,2,3.740993956103921,29,37,6,0,F M S,Osasuna,0,1.6443974245339632,7.147825986146927,4.407638059929013
7086,David Hancko,30,2443,0,1.6438409592956305,2,2.1513782758265734,21,13,2,0,D S,Atletico Madrid,0,1.6438409592956305,12.420591298490763,10.175065614283085
5179,Jon Guridi,28,1251,0,1.620393067598343,0,0.5416145175695419,15,11,1,0,F M S,Alaves,0,1.620393067598343,5.297916954383254,3.662469517439604
12643,Javier Rueda,26,1403,2,1.6056091226637363,6,3.7907144660130143,11,15,6,0,D S,Celta Vigo,2,1.6056091226637363,9.066061735153198,6.396314866840839
4120,Álex Moreno,31,2554,0,1.5723254941403866,3,2.917876537889242,17,16,5,0,D S,Girona,0,1.5723254941403866,10.622359491884708,6.971142928581685
2624,Djibril Sow,33,2235,5,1.5513262078166008,4,2.0186756290495396,19,25,6,0,M S,Sevilla,5,1.5513262078166008,6.6189771089702845,4.309138225391507
2278,Giménez,16,1165,0,1.5400749556720257,1,0.5037803649902344,13,1,3,0,D S,Atletico Madrid,0,1.5400749556720257,3.9388817995786667,3.3341927975416183
10382,Eray Cömert,17,1341,2,1.5202789390459657,1,0.5236826231703162,11,6,3,1,D S,Valencia,2,1.5202789390459657,5.98669982329011,4.8674942292273045
13201,Raúl,23,1692,2,1.511999098584056,0,0.4637518934905529,14,5,4,0,D S,Real Madrid,2,1.511999098584056,7.886597044765949,7.307897858321667
2308,Denis Suárez,30,1407,1,1.503220658749342,2,1.729144150391221,9,24,6,0,M S,Alaves,1,1.503220658749342,7.904554916545749,5.969972092658281
13615,Oso,21,1397,2,1.4908289685845375,3,2.1163112185895443,17,20,0,0,D F M S,Sevilla,2,1.4908289685845375,4.947251755744219,2.594837572425604
9811,Óscar Valentín,33,2143,1,1.4860157845541835,0,0.9415555438026786,13,10,3,1,M S,Rayo Vallecano,1,1.4860157845541835,10.363398014567792,8.101587588898838
8948,Aitor Paredes,19,1625,2,1.4780013747513294,0,0.7596744522452354,13,4,4,0,D S,Athletic Club,2,1.4780013747513294,4.101825453341007,3.9284198209643364
7888,Nemanja Gudelj,34,2349,2,1.475432573352009,0,0.832065112888813,31,8,9,0,D M S,Sevilla,2,1.475432573352009,5.2675101440399885,4.190701778978109
8725,Luis Milla,37,3288,1,1.4706194661557674,10,6.843989523127675,27,78,4,1,M,Getafe,1,1.4706194661557674,7.731246910057962,4.7804497964680195
10494,Pablo Barrios Rivas,23,1672,1,1.4689873531460762,1,1.6999459583312273,23,20,0,0,M S,Atletico Madrid,1,1.4689873531460762,10.741906240582466,8.18633103556931
6766,Dani Vivian,31,2561,1,1.454393805935979,0,1.5971452463418245,17,6,8,1,D S,Athletic Club,1,1.454393805935979,7.5947943069040775,6.529198620468378
12726,Christantus Uche,3,270,1,1.4415657743811607,1,0.6371117904782295,6,4,1,0,F,Getafe,1,1.4415657743811607,2.1472005546092987,0.06852305494248867
1822,Antonio Rüdiger,18,1501,1,1.4131802674382925,0,0.3116191700100899,13,2,0,0,D S,Real Madrid,1,1.4131802674382925,4.972962256520987,4.5913289822638035
13376,Pablo García,15,346,0,1.4114344269037247,0,0.055034251883625984,13,2,1,0,M S,Real Betis,0,1.4114344269037247,1.6470036320388317,0.34752048552036285
12263,Mikel Jauregizar,36,2872,2,1.4105862826108932,0,1.5787495290860534,39,28,5,1,M S,Athletic Club,2,1.4105862826108932,8.875733049586415,6.796195255592465
4160,David Costas,25,2073,1,1.367807979695499,0,0.18819066137075424,5,5,3,0,D S,Real Oviedo,1,1.367807979695499,3.668113366700709,3.6066044019535184
6651,Grady Diangana,20,937,1,1.3557052668184042,0,1.0902443211525679,16,10,3,0,F M S,Elche,1,1.3557052668184042,4.737419964745641,2.6604948360472918
13837,David Affengruber,36,2958,1,1.327795687597245,1,1.4741862853989005,14,9,7,1,D S,Elche,1,1.327795687597245,9.452831268310547,8.721062500029802
10189,Marc Pubill,19,1377,1,1.3243792597204447,1,0.6268223077058792,11,3,2,0,D S,Atletico Madrid,1,1.3243792597204447,6.8829026222229,5.75148531794548
14258,Kareem Tunde,21,1183,0,1.2944607771933079,1,0.6319677345454693,21,6,3,0,M S,Levante,0,1.2944607771933079,3.7132494738325477,2.09413805231452
7276,Robin Le Normand,28,1776,1,1.2779291793704033,1,0.34180542454123497,6,2,5,0,D S,Atletico Madrid,1,1.2779291793704033,10.35181195102632,9.952938174828887
9040,Conor Gallagher,19,630,2,1.2670744927600026,0,0.49994678795337677,13,4,2,0,M S,Atletico Madrid,2,1.2670744927600026,6.03503056243062,4.425485637038946
13083,Matías Moreno,28,2265,0,1.2664381377398968,0,0.6804856397211552,10,8,8,0,D S,Levante,0,1.2664381377398968,8.4254733286798,7.8222153298556805
13335,Goduine Koyalipou,11,217,1,1.2652598228305578,0,0.35875242948532104,10,1,1,0,F S,Levante,1,1.2652598228305578,1.43799864128232,0
5140,Kike Barja,27,369,2,1.248927740380168,2,0.6617407351732254,8,10,4,0,M S,Osasuna,2,1.248927740380168,3.1038959324359894,1.19322744384408
11185,Pablo Marín,34,1491,0,1.2478495445102453,1,1.8537570256739855,13,13,2,0,M S,Real Sociedad,0,1.2478495445102453,7.044556712731719,4.1127398908138275
13003,Santiago Mouriño,29,2485,1,1.2299248855561018,2,0.8433887027204037,16,9,9,1,D S,Villarreal,1,1.2299248855561018,10.451558804139495,10.024434583261609
9218,Juan Iglesias,37,3189,1,1.226545930840075,2,2.002802025526762,26,17,4,0,D M S,Getafe,1,1.226545930840075,7.210621759295464,5.044199001044035
2521,Alfonso,27,1700,1,1.2216445626690984,3,4.221796698868275,11,21,8,0,D M S,Villarreal,1,1.2216445626690984,7.652054479345679,4.4062813855707645
9280,Antonio Blanco,36,3137,2,1.2193963313475251,3,1.585560267791152,40,22,9,0,M,Alaves,2,1.2193963313475251,10.952894285321236,9.485621688887477
14392,Ángel Pérez,16,1292,1,1.208032038062811,3,2.0683266557753086,14,24,4,0,D M S,Alaves,1,1.208032038062811,5.207904314622283,2.590566510334611
7605,Manuel Sánchez,33,2844,1,1.2062672171741724,2,1.9893938563764095,13,17,8,0,D S,Levante,1,1.2062672171741724,9.18354762159288,7.061968881636858
